0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.471404520791032,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.471404520791032,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.471404520791032,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.471404520791032
0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666666666667,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166666666666667
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288675134594813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.471404520791032,0,0,-0.333333333333333,0,0,0,0,0,0,0,0,0,0
0,-0.471404520791032,0,0,-0.166666666666667,0,0,0,-0.288675134594813,0,0,0,0,0,0,0
0.471404520791032,0,0,0,0,0,0,0,0,-0.333333333333333,0,0,0,0,0,0
0,0,0,0.471404520791032,0,0,0.166666666666667,0,0,0,-0.288675134594813,0,0,0,0,0
